origin_id,dest_id,trip_pattern_id,cdf
1,58,1,0.03629146583498724
1,60,2,0.04678196767791324
3,57,3,0.052452509214629996
4,1,4,0.055571307059824215
4,10,5,0.06776297136376525
5,35,6,0.0757017295151687
6,14,7,0.08647575843493054
6,55,8,0.08732633966543805
8,14,9,0.10490501842925999
9,56,10,0.11908137227105188
10,2,11,0.12191664303941026
10,4,12,0.13439183442018712
10,21,13,0.13751063226538135
10,34,14,0.13977884888006806
11,57,15,0.14573291749362063
12,50,16,0.15310462149135243
13,25,17,0.16387865041111427
14,6,18,0.17493620640771193
14,8,19,0.19279841224836972
14,20,20,0.20584065778281826
14,28,21,0.2234193365466402
14,32,22,0.2248369719308194
14,35,23,0.24241565069464133
14,53,24,0.25886022115111995
14,54,25,0.2676495605330309
14,57,26,0.27190246668556844
15,49,27,0.27558831868443434
16,50,28,0.2821094414516586
16,57,29,0.29203288914091297
17,14,30,0.3096115679047349
18,32,31,0.32407144882336264
19,20,32,0.3331443152821094
19,39,33,0.3476041962007372
19,41,34,0.35639353558264814
19,43,35,0.3597958605046782
20,14,36,0.3731216331159626
20,19,37,0.3821944995747094
20,57,38,0.3960873263396654
21,10,39,0.3997731783385313
22,23,40,0.40062375956903884
22,25,41,0.40147434079954636
23,37,42,0.4023249220300539
23,55,43,0.4028919761837255
24,40,44,0.41196484264247235
24,51,45,0.42302239863907004
25,13,46,0.43379642755883185
25,38,47,0.44201871278707117
25,52,48,0.4431528210944145
26,30,49,0.44485398355542954
26,37,50,0.4550609583215197
28,14,51,0.4726396370853416
30,26,52,0.47462432662319254
30,44,53,0.4856818826197902
31,57,54,0.48965126169549195
32,14,55,0.4910688970796711
32,39,56,0.4919194783101786
33,57,57,0.4984406010774029
33,58,58,0.5001417635384179
34,10,59,0.5018429259994329
34,37,60,0.503544088460448
34,40,61,0.505245250921463
34,43,62,0.5072299404593139
34,46,63,0.5083640487666572
34,47,64,0.5094981570740006
35,5,65,0.517436915225404
35,10,66,0.5182874964559115
35,14,67,0.5361497022965693
36,46,68,0.5531613269067196
37,23,69,0.5537283810603912
37,26,70,0.563084774595974
37,34,71,0.5650694641338248
37,49,72,0.5662035724411681
37,50,73,0.566487099518004
38,25,74,0.5747093847462432
38,29,75,0.5781117096682733
39,19,76,0.5922880635100652
39,32,77,0.5931386447405728
40,24,78,0.6022115111993195
40,25,79,0.603062092429827
40,34,80,0.6061808902750213
40,42,81,0.6090161610433796
40,58,82,0.6098667422738872
40,59,83,0.6169549191947831
41,19,84,0.625744258576694
42,40,85,0.6288630564218883
42,51,86,0.6297136376523959
42,58,87,0.6404876665721576
43,19,88,0.6438899914941877
43,29,89,0.6450240998015311
43,34,90,0.6470087893393819
43,52,91,0.650411114261412
44,30,92,0.6614686702580096
44,45,93,0.6722426991777715
44,56,94,0.6756450240998015
44,57,95,0.6889707967110859
44,58,96,0.6901049050184292
45,44,97,0.7008789339381911
46,34,98,0.7020130422455344
46,36,99,0.7190246668556847
47,34,100,0.7201587751630281
47,49,101,0.7215764105472072
48,54,102,0.7360362914658349
49,15,103,0.7400056705415368
49,37,104,0.74113977884888
49,47,105,0.7425574142330592
49,51,106,0.7428409413098951
50,12,107,0.7502126453076269
50,16,108,0.7567337680748512
50,37,109,0.757017295151687
50,40,110,0.7578678763821945
50,58,111,0.7754465551460165
51,24,112,0.78678763821945
51,42,113,0.7876382194499575
51,49,114,0.7879217465267933
51,52,115,0.7893393819109725
52,25,116,0.7904734902183158
52,43,117,0.7938758151403459
53,14,118,0.8103203855968245
54,14,119,0.8191097249787355
55,6,120,0.8202438332860789
55,23,121,0.8208108874397505
56,9,122,0.8349872412815423
56,44,123,0.8383895662035724
57,3,124,0.844343634817125
57,11,125,0.8502977034306777
57,14,126,0.854834136660051
57,16,127,0.8647575843493054
57,20,128,0.8786504111142615
57,31,129,0.8823362631131273
57,33,130,0.8888573858803516
57,44,131,0.902183158491636
58,1,132,0.9362064077119365
58,7,133,0.9455628012475191
58,33,134,0.9472639637085342
58,42,135,0.9597391550893111
58,44,136,0.9608732633966544
58,50,137,0.9776013609299689
59,40,138,0.9852565920045364
60,1,139,0.9957470938474624
60,7,140,1
